Area,BHK,Bathroom,Furnishing,Locality,Parking,Status,Transaction,Type,Per_Sqft,Price
1900.0,4,4.0,1,203,1.0,1,1,0,3524.0,30000000
2160.0,4,3.0,2,39,1.0,1,1,0,3524.0,21000000
1700.0,4,3.0,2,215,1.0,1,1,0,3524.0,20500000
1850.0,3,4.0,1,100,1.0,1,1,0,3524.0,24000000
1800.0,4,2.0,1,193,1.0,1,1,0,3524.0,16500000
1620.0,3,2.0,1,51,1.0,1,1,0,3524.0,14900000
1800.0,4,3.0,0,22,1.0,1,1,0,3524.0,19200000
1540.0,3,3.0,1,211,1.0,1,1,0,3524.0,14500000
1600.0,3,3.0,1,18,1.0,1,1,0,3524.0,15600000
1400.0,3,2.0,2,137,1.0,1,1,0,3524.0,11400000
2300.0,4,4.0,0,202,1.0,1,1,0,3524.0,31500000
1560.0,3,2.0,0,21,2.0,1,1,0,3524.0,15800000
1500.0,3,3.0,1,154,2.0,1,1,0,3524.0,16000000
1540.0,3,3.0,1,211,1.0,1,1,0,3524.0,14500000
1050.0,2,2.0,2,165,1.0,1,1,0,3524.0,10500000
1800.0,3,2.0,1,104,1.0,1,1,0,3524.0,14800000
400.0,1,1.0,1,103,1.0,1,0,1,3524.0,1850000
1150.0,3,2.0,1,102,1.0,1,0,1,3524.0,6800000
1525.0,3,3.0,1,47,1.0,1,1,0,3524.0,14200000
900.0,1,1.0,1,169,1.0,1,1,1,11291.5,8900000
1450.0,3,3.0,1,169,2.0,1,0,1,11291.5,37500000
1450.0,3,3.0,1,169,2.0,1,0,1,11291.5,30000000
1260.0,3,3.0,1,169,2.0,1,1,1,11291.5,21000000
2925.0,4,4.0,2,169,2.0,1,0,1,11291.5,57500000
1710.0,3,3.0,1,169,1.0,1,1,1,11291.5,30000000
1600.0,3,3.0,2,169,1.0,1,0,1,11291.5,30000000
1500.0,3,3.0,1,169,1.0,1,1,1,11291.5,31500000
2200.0,3,3.0,2,169,1.0,1,1,1,11291.5,30000000
1350.0,3,3.0,2,169,1.0,1,0,1,11291.5,41500000
1710.0,3,3.0,1,169,1.0,1,1,1,11291.5,24800000
1350.0,3,3.0,1,169,2.0,1,1,1,11291.5,35000000
1500.0,3,3.0,1,169,1.0,1,1,1,26666.0,40000000
2880.0,4,5.0,2,169,1.0,1,0,1,15972.0,46000000
2700.0,4,4.0,1,169,2.0,1,1,1,183333.0,55000000
1400.0,3,3.0,2,169,1.0,1,1,1,183333.0,24500000
1800.0,3,3.0,2,169,1.0,1,1,0,183333.0,24500000
1400.0,3,3.0,1,169,1.0,1,0,1,183333.0,32500000
1000.0,2,2.0,0,169,1.0,1,1,0,20000.0,20000000
8000.0,4,5.0,1,166,1.0,1,0,1,20000.0,240000000
1000.0,2,2.0,0,169,1.0,1,1,0,20000.0,20000000
1700.0,3,3.0,0,169,2.0,1,1,1,20000.0,19000000
1600.0,3,3.0,2,169,2.0,1,1,1,20000.0,26000000
1350.0,3,3.0,2,169,1.0,1,1,1,15556.0,21000000
1700.0,3,3.0,1,169,1.0,1,1,1,16176.0,27500000
1400.0,3,3.0,1,169,2.0,1,0,1,16176.0,32500000
1450.0,3,3.0,1,169,1.0,1,0,1,16176.0,45000000
1350.0,3,3.0,1,169,1.0,1,1,1,15556.0,21000000
1700.0,3,3.0,2,169,1.0,1,1,1,15556.0,28000000
1600.0,3,3.0,2,169,2.0,1,1,1,15556.0,29500000
1500.0,1,2.0,2,168,1.0,1,1,0,11291.5,13500000
800.0,2,2.0,2,168,1.0,1,0,1,11291.5,14000000
1710.0,3,3.0,1,168,4.0,1,0,1,11291.5,26000000
1350.0,2,2.0,0,168,4.0,1,1,1,9259.0,12500000
1500.0,3,3.0,1,168,2.0,1,0,1,9259.0,26000000
750.0,2,2.0,1,355,2.0,1,0,1,9259.0,11500000
850.0,2,2.0,1,168,2.0,1,1,1,9259.0,14600000
1575.0,3,3.0,1,168,1.0,1,0,1,9259.0,25500000
1675.0,3,3.0,1,168,2.0,1,0,1,18507.0,31000000
1350.0,3,3.0,1,168,2.0,1,1,1,18507.0,22000000
900.0,2,2.0,1,168,2.0,1,0,1,18507.0,13400000
1800.0,3,3.0,1,168,2.0,0,0,1,18507.0,35000000
900.0,2,2.0,0,168,2.0,1,1,1,18507.0,11000000
900.0,2,2.0,2,355,2.0,1,1,1,7000.0,6300000
900.0,2,2.0,0,168,2.0,1,1,1,7000.0,12500000
800.0,2,2.0,2,168,1.0,1,0,1,7000.0,14500000
1100.0,2,3.0,1,168,1.0,1,0,1,7000.0,22500000
810.0,2,2.0,1,168,1.0,1,0,1,7000.0,15500000
1500.0,3,3.0,1,168,1.0,1,0,1,7000.0,26000000
900.0,2,2.0,1,168,1.0,1,0,1,7000.0,15800000
825.0,2,2.0,2,168,1.0,1,0,1,7000.0,15000000
900.0,2,2.0,2,168,1.0,1,0,1,7000.0,13000000
875.0,2,2.0,2,168,1.0,1,0,1,7000.0,15000000
1350.0,3,3.0,1,168,1.0,1,0,1,7000.0,25000000
750.0,2,2.0,1,168,1.0,1,0,1,7000.0,16500000
900.0,2,2.0,2,168,1.0,1,0,1,7000.0,10300000
1350.0,3,3.0,1,168,1.0,1,0,1,7000.0,26000000
900.0,2,2.0,2,168,1.0,1,1,1,7000.0,11000000
1800.0,3,3.0,2,168,1.0,1,0,1,7000.0,28500000
900.0,2,2.0,2,168,1.0,1,1,1,7000.0,11000000
900.0,2,1.0,0,33,1.0,1,1,0,11291.5,11000000
810.0,3,2.0,1,33,1.0,1,1,1,11291.5,4500000
450.0,2,1.0,2,36,1.0,1,1,1,72000.0,3600000
900.0,3,2.0,1,33,1.0,1,1,1,4444.0,4000000
500.0,2,2.0,1,34,1.0,1,1,0,3300.0,1650000
450.0,1,1.0,0,33,1.0,1,1,1,4444.0,2000000
270.0,2,1.0,1,34,1.0,1,1,0,5185.0,1400000
500.0,2,1.0,1,34,1.0,1,1,1,4000.0,2000000
444.0,2,2.0,2,34,1.0,1,1,0,4000.0,2000000
400.0,1,1.0,0,33,1.0,1,1,1,4000.0,2000000
729.0,3,4.0,0,33,1.0,1,1,1,3567.0,2600000
4050.0,6,3.0,0,34,1.0,1,1,1,1259.0,5100000
2400.0,6,4.0,0,35,1.0,1,1,1,2500.0,6000000
450.0,2,2.0,0,33,1.0,1,1,1,2500.0,4000000
405.0,2,3.0,0,35,1.0,1,1,1,2500.0,6200000
666.0,1,2.0,0,34,1.0,1,1,1,5255.0,3500000
1000.0,2,2.0,1,302,1.0,1,1,0,5255.0,7600000
1360.0,4,3.0,1,279,1.0,1,0,1,5255.0,13500000
1550.0,4,3.0,1,279,1.0,1,0,1,5255.0,12500000
850.0,3,2.0,1,278,1.0,1,0,1,5255.0,6500000
2170.0,4,4.0,2,278,2.0,1,0,1,5255.0,22000000
720.0,3,2.0,1,278,1.0,1,0,1,5255.0,6000000
850.0,3,2.0,1,278,1.0,1,0,1,5255.0,7300000
950.0,3,2.0,1,278,1.0,1,0,1,5255.0,7600000
2300.0,4,4.0,1,278,1.0,1,0,1,5255.0,20000000
1300.0,4,4.0,1,277,1.0,1,0,1,5255.0,15000000
1100.0,3,2.0,1,275,1.0,1,0,1,5255.0,6200000
1030.0,3,2.0,0,275,1.0,1,0,1,5255.0,6200000
350.0,1,1.0,1,270,1.0,1,0,1,11291.5,2300000
750.0,2,2.0,1,138,1.0,1,0,0,6667.0,5000000
720.0,2,2.0,1,138,1.0,1,0,0,6528.0,4700000
800.0,2,2.0,1,138,1.0,1,0,0,6875.0,5500000
350.0,1,1.0,1,138,1.0,1,0,0,5714.0,2000000
980.0,3,2.0,1,138,1.0,1,0,0,7449.0,7300000
1600.0,4,3.0,1,138,1.0,1,0,0,8125.0,13000000
1450.0,3,3.0,1,138,1.0,1,0,0,7931.0,11500000
445.0,2,2.0,1,138,1.0,1,0,0,7931.0,2800000
380.0,1,1.0,1,138,1.0,1,0,0,5789.0,2200000
680.0,2,2.0,1,138,1.0,1,0,0,6471.0,4400000
1600.0,3,3.0,1,138,1.0,1,0,0,8438.0,13500000
630.0,2,2.0,1,138,1.0,1,0,0,6508.0,4100000
1500.0,3,2.0,1,138,1.0,1,0,0,8000.0,12000000
550.0,2,2.0,1,138,1.0,1,0,0,6364.0,3500000
2500.0,4,3.0,1,138,1.0,1,0,0,6000.0,15000000
2800.0,5,4.0,1,138,1.0,1,0,0,6250.0,17500000
300.0,1,1.0,1,138,1.0,1,0,0,6333.0,1900000
800.0,3,2.0,1,138,1.0,1,0,0,6875.0,5500000
1295.0,3,2.0,1,138,1.0,1,0,0,6875.0,10000000
700.0,3,2.0,1,138,1.0,1,0,0,6714.0,4700000
350.0,1,1.0,1,138,1.0,1,0,1,6714.0,2400000
450.0,2,2.0,1,138,1.0,1,0,1,6714.0,3800000
2200.0,4,4.0,1,138,1.0,1,0,1,6714.0,23000000
2300.0,4,4.0,1,138,1.0,1,0,1,6714.0,24500000
1150.0,3,2.0,1,138,1.0,1,0,1,6714.0,10000000
800.0,3,2.0,1,138,1.0,1,0,1,6714.0,5500000
850.0,3,2.0,1,138,1.0,1,0,1,6714.0,7000000
720.0,3,2.0,1,138,1.0,1,0,1,6714.0,6500000
4688.0,5,4.0,2,340,1.0,0,0,0,28797.0,135000000
750.0,2,2.0,1,138,1.0,1,0,0,6667.0,5000000
3901.0,4,4.0,2,340,1.0,0,0,0,23840.0,93000000
950.0,3,2.0,0,342,1.0,1,0,0,4600.0,4370000
1000.0,3,2.0,2,356,1.0,1,0,0,4620.0,4620000
850.0,2,1.0,1,325,1.0,1,0,0,2235.0,1900000
2400.0,4,4.0,1,107,1.0,1,0,0,2235.0,70000000
1350.0,3,2.0,2,175,1.0,1,0,0,3800.0,5130000
540.0,2,2.0,1,5,1.0,1,0,0,5000.0,3000000
1387.0,4,4.0,2,91,1.0,1,0,0,4247.0,5890000
540.0,2,2.0,1,163,1.0,1,0,0,6111.0,3300000
976.0,2,2.0,0,118,1.0,1,0,0,25512.0,24900000
1050.0,3,2.0,2,339,1.0,1,0,0,3524.0,3700000
2700.0,4,3.0,1,0,1.0,1,0,1,22222.0,60000000
1500.0,3,2.0,2,162,1.0,1,1,0,22222.0,17400000
2900.0,5,5.0,0,141,1.0,0,0,1,22222.0,51000000
5025.0,5,6.0,2,124,4.0,0,0,1,22222.0,170000000
1000.0,3,2.0,1,231,1.0,0,0,1,22222.0,5510000
1135.0,3,3.0,0,338,2.0,0,1,0,22222.0,25000000
2306.0,3,3.0,2,340,1.0,0,0,0,24718.0,57000000
850.0,2,2.0,1,96,1.0,0,0,0,24718.0,2940000
1200.0,3,3.0,1,19,1.0,1,1,0,24718.0,15500000
1700.0,3,2.0,1,333,1.0,1,1,0,24718.0,17200000
1800.0,4,3.0,1,350,2.0,1,1,1,30556.0,55000000
1100.0,2,2.0,1,345,1.0,1,1,0,30556.0,15000000
22050.0,4,4.0,1,123,2.0,0,0,1,30556.0,51000000
1550.0,4,3.0,1,279,1.0,1,0,1,30556.0,13000000
1600.0,3,3.0,1,123,1.0,1,0,1,18750.0,30000000
700.0,2,2.0,1,155,1.0,1,0,1,18750.0,2400000
3510.0,4,4.0,1,109,2.0,1,1,1,11291.5,45000000
4500.0,4,4.0,1,218,2.0,1,0,1,120000.0,60000000
1800.0,4,4.0,1,218,2.0,1,0,1,120000.0,65000000
6000.0,5,5.0,1,176,9.0,1,0,1,120000.0,220000000
4300.0,4,4.0,2,220,2.0,1,1,1,120000.0,60000000
1700.0,3,3.0,1,108,2.0,1,0,1,120000.0,38500000
2500.0,3,3.0,1,176,2.0,1,1,0,120000.0,50000000
4500.0,4,4.0,1,218,2.0,1,0,1,120000.0,75000000
2450.0,4,4.0,0,109,2.0,1,0,1,120000.0,70000000
10350.0,4,7.0,1,176,3.0,1,0,0,15459.0,160000000
4800.0,3,4.0,1,176,1.0,1,1,1,15459.0,85000000
1600.0,3,3.0,1,218,2.0,1,1,0,15459.0,40000000
3500.0,4,4.0,2,218,2.0,1,1,1,15459.0,90000000
2100.0,4,5.0,1,218,2.0,1,0,1,15459.0,56000000
4200.0,5,5.0,1,108,2.0,1,0,1,15459.0,135500000
1500.0,3,3.0,1,218,2.0,1,0,1,15459.0,60000000
8150.0,4,5.0,2,176,4.0,1,0,1,15459.0,170000000
2200.0,4,4.0,1,146,2.0,1,1,1,15459.0,50000000
3500.0,4,5.0,1,218,2.0,1,0,1,15459.0,58000000
2070.0,3,3.0,1,108,2.0,1,0,1,15459.0,37500000
3500.0,3,3.0,2,176,1.0,1,1,1,15459.0,45000000
2000.0,4,4.0,1,218,3.0,1,0,1,15459.0,70000000
2800.0,6,4.0,1,334,2.0,1,1,0,15459.0,29500000
2550.0,4,4.0,2,218,1.0,1,1,1,23529.0,60000000
4500.0,4,4.0,1,218,2.0,1,1,1,23529.0,70000000
1400.0,3,3.0,1,218,2.0,1,0,1,23529.0,50000000
2800.0,4,5.0,1,218,2.0,1,0,1,23529.0,75000000
2700.0,4,4.0,1,219,2.0,1,0,1,23529.0,52500000
4500.0,4,4.0,1,218,2.0,1,1,1,23529.0,55000000
7200.0,4,4.0,1,176,2.0,1,1,1,16667.0,120000000
2799.0,4,4.0,1,145,1.0,1,0,1,11291.5,65000000
2650.0,4,4.0,2,145,2.0,1,0,1,11291.5,75000000
2200.0,4,4.0,1,145,2.0,1,0,1,11291.5,47500000
3500.0,5,5.0,1,145,1.0,1,0,1,20000.0,70000000
2200.0,4,4.0,1,145,2.0,1,0,1,20000.0,47500000
2200.0,4,4.0,1,145,1.0,1,0,1,20000.0,40000000
3500.0,4,4.0,1,145,3.0,1,0,1,20000.0,85000000
1440.0,3,3.0,1,145,3.0,1,0,1,20000.0,26000000
3150.0,4,4.0,1,145,3.0,1,1,1,11111.0,35000000
900.0,2,2.0,1,145,3.0,1,1,1,11111.0,20000000
3690.0,4,5.0,1,145,3.0,0,0,1,21409.0,79000000
1200.0,3,2.0,1,145,3.0,1,1,1,21409.0,17000000
4500.0,4,4.0,1,145,2.0,1,1,1,95000.0,47500000
2799.0,4,4.0,1,145,2.0,1,0,1,15363.0,43000000
1350.0,3,3.0,2,145,1.0,1,0,1,19259.0,26000000
1200.0,3,3.0,2,145,1.0,1,0,1,20833.0,25000000
2177.0,4,5.0,1,145,2.0,1,0,1,20833.0,51000000
1500.0,3,3.0,1,145,2.0,1,0,1,20833.0,40000000
1600.0,3,3.0,2,145,1.0,1,1,1,20833.0,22500000
4500.0,4,4.0,1,145,1.0,1,0,1,20833.0,70000000
2150.0,4,4.0,2,145,2.0,1,0,1,20930.0,45000000
2107.0,4,4.0,1,145,2.0,1,0,0,20930.0,51100000
1150.0,3,3.0,1,145,1.0,1,0,1,20930.0,25500000
1240.0,3,3.0,2,145,2.0,1,0,1,20930.0,26500000
1000.0,2,2.0,2,145,1.0,1,1,1,20930.0,15000000
4500.0,4,4.0,1,145,2.0,1,1,1,20930.0,55000000
1150.0,3,3.0,1,145,2.0,1,0,1,20930.0,26000000
2000.0,4,4.0,1,145,2.0,1,1,1,20930.0,38000000
4500.0,4,5.0,1,145,2.0,1,1,1,20930.0,72500000
3000.0,4,5.0,1,145,4.0,1,0,1,20930.0,65000000
700.0,2,2.0,2,267,1.0,1,0,1,11291.5,4600000
750.0,2,2.0,1,143,1.0,1,1,1,11291.5,9200000
1350.0,4,3.0,2,130,2.0,1,1,0,11291.5,9500000
900.0,2,2.0,1,213,1.0,1,1,1,11291.5,4500000
970.0,3,2.0,1,23,1.0,1,1,1,11291.5,6500000
1000.0,3,2.0,0,285,1.0,1,1,1,11291.5,5650000
1425.0,3,3.0,1,213,1.0,1,1,1,6526.0,9300000
440.0,2,2.0,2,313,1.0,1,1,0,6526.0,2700000
1017.0,2,2.0,0,357,1.0,1,0,1,6526.0,6500000
650.0,2,2.0,1,83,1.0,1,1,0,6526.0,5800000
950.0,3,2.0,1,313,1.0,1,1,0,6526.0,5500000
810.0,3,2.0,1,359,1.0,1,1,1,6526.0,6000000
750.0,2,2.0,2,23,1.0,1,1,1,6526.0,4500000
990.0,2,2.0,1,313,2.0,1,1,1,6526.0,4100000
800.0,3,2.0,1,267,2.0,1,1,1,6526.0,3800000
675.0,2,1.0,2,313,1.0,1,1,0,6526.0,3300000
558.0,2,1.0,2,286,1.0,1,0,1,6526.0,2900000
445.0,2,1.0,2,266,1.0,1,1,1,6526.0,2000000
360.0,2,1.0,2,190,1.0,1,0,1,6526.0,1550000
1350.0,4,3.0,1,189,1.0,1,0,1,6526.0,11300000
850.0,3,2.0,1,121,1.0,1,1,1,6526.0,4500000
846.0,2,1.0,2,322,1.0,1,0,0,3901.0,3300000
1300.0,4,3.0,0,189,1.0,1,0,1,3901.0,11500000
900.0,3,2.0,1,266,1.0,0,0,1,3901.0,6000000
1050.0,3,2.0,1,130,1.0,1,1,0,3901.0,9000000
850.0,2,2.0,0,142,1.0,1,1,1,3901.0,4500000
1650.0,4,3.0,0,313,1.0,0,0,0,3901.0,14000000
1150.0,2,2.0,1,6,1.0,1,1,0,6347.0,7300000
495.1394,1,1.0,0,313,1.0,1,1,1,41304.0,1900000
1053.0,3,2.0,0,213,4.0,1,1,1,41304.0,7000000
810.0,3,2.0,1,359,1.0,1,1,1,11291.5,6000000
750.0,1,2.0,1,359,1.0,1,1,1,11291.5,6400000
540.0,2,1.0,0,359,1.0,1,0,0,5000.0,2700000
747.0,2,2.0,0,359,1.0,1,1,1,8701.0,6500000
720.0,2,1.0,2,359,1.0,1,1,1,5556.0,4000000
376.7365,1,1.0,1,359,1.0,1,0,0,85715.0,3000000
1125.0,2,2.0,2,359,1.0,1,1,1,4444.0,5000000
713.0,2,2.0,1,359,1.0,1,0,1,4444.0,6000000
360.0,1,1.0,2,359,1.0,1,1,1,6944.0,2500000
900.0,2,2.0,1,359,1.0,1,1,0,7222.0,6500000
713.0,3,1.0,2,359,1.0,1,1,0,11220.0,8000000
504.0,2,1.0,0,359,1.0,1,1,1,5357.0,2700000
850.0,3,2.0,0,359,1.0,1,1,1,6706.0,5700000
2430.0,4,3.0,0,359,1.0,1,1,1,10288.0,25000000
2475.0,3,3.0,0,359,1.0,1,1,1,28283.0,70000000
2970.0,7,4.0,0,359,1.0,1,1,1,8923.0,26500000
2250.0,3,2.0,0,359,1.0,1,1,1,8222.0,18500000
1500.0,5,3.0,0,359,1.0,1,1,1,20000.0,30000000
1512.0,2,2.0,0,359,1.0,1,1,1,14550.0,22000000
400.0,2,2.0,0,361,1.0,1,1,1,14550.0,9000000
2160.0,3,3.0,0,359,1.0,1,1,1,30093.0,65000000
630.0,3,2.0,0,359,1.0,1,1,1,35714.0,22500000
324.0,6,3.0,0,359,1.0,1,1,1,35714.0,8700000
720.0,6,5.0,0,359,1.0,1,1,1,35714.0,22000000
675.0,4,2.0,0,359,2.0,1,1,1,35714.0,18500000
700.0,2,1.0,0,359,2.0,1,0,1,22857.0,16000000
675.0,4,3.0,0,359,2.0,1,1,1,22857.0,16000000
720.0,4,2.0,0,359,2.0,1,1,1,12500.0,9000000
850.0,2,2.0,0,142,1.0,1,1,1,12500.0,4500000
801.0,3,2.0,1,172,1.0,1,0,1,11291.5,6000000
450.0,1,2.0,2,172,1.0,1,1,1,11291.5,2700000
1000.0,3,2.0,2,172,1.0,1,1,0,11291.5,6500000
990.0,3,2.0,2,172,1.0,1,1,0,4040.0,4000000
420.0,2,1.0,1,172,1.0,1,0,1,4040.0,2600000
450.0,2,1.0,1,172,1.0,1,1,1,7778.0,3500000
1000.0,2,2.0,2,172,1.0,1,1,0,7778.0,7500000
900.0,3,2.0,1,172,1.0,1,1,1,7778.0,7000000
800.0,3,2.0,1,172,1.0,1,0,1,7778.0,4500000
720.0,3,3.0,1,172,2.0,1,1,1,7778.0,5500000
450.0,2,1.0,1,172,2.0,1,0,1,7778.0,2700000
675.0,2,2.0,0,172,2.0,1,1,1,32000.0,2400000
1700.0,4,3.0,2,172,2.0,1,0,1,32000.0,11500000
550.0,2,2.0,2,127,2.0,1,0,1,32000.0,3600000
387.0,1,2.0,2,127,2.0,1,0,1,32000.0,1700000
450.0,2,1.0,2,171,2.0,1,1,0,32000.0,2500000
900.0,4,2.0,0,172,1.0,1,1,1,32000.0,6600000
500.0,2,1.0,1,172,1.0,1,1,1,32000.0,3700000
441.0,2,1.0,2,159,1.0,1,1,0,32000.0,3500000
800.0,3,2.0,1,171,1.0,1,1,1,32000.0,5400000
450.0,2,2.0,1,174,1.0,1,0,1,5666.0,2550000
1000.0,3,3.0,0,173,1.0,1,1,1,5666.0,12500000
715.0,2,2.0,2,172,1.0,1,1,0,5666.0,5600000
600.0,2,2.0,2,172,1.0,1,1,1,11667.0,7000000
540.0,2,1.0,2,172,1.0,1,1,1,11667.0,3500000
312.0,4,4.0,0,27,1.0,1,1,0,112179.0,35000000
810.0,3,2.0,1,172,1.0,1,1,1,11111.0,9000000
270.0,1,1.0,1,127,1.0,1,1,1,11111.0,2300000
900.0,3,2.0,1,172,1.0,1,1,1,11111.0,6000000
1000.0,3,2.0,2,172,1.0,1,1,0,11111.0,6000000
540.0,2,2.0,1,341,1.0,1,0,1,11291.5,2650000
950.0,3,2.0,0,342,1.0,1,0,0,4600.0,4370000
1000.0,3,2.0,2,356,1.0,1,0,0,4620.0,4620000
540.0,2,2.0,1,5,1.0,1,0,0,5000.0,3000000
540.0,2,2.0,1,163,1.0,1,0,0,6111.0,3300000
1000.0,3,2.0,1,231,1.0,0,0,1,6111.0,5510000
500.0,2,2.0,1,101,1.0,1,0,1,6111.0,3200000
540.0,2,2.0,1,343,1.0,1,0,1,6111.0,2600000
780.0,3,2.0,1,341,1.0,1,0,1,6111.0,4000000
450.0,2,1.0,1,343,1.0,1,0,1,6111.0,1850000
360.0,1,1.0,1,341,1.0,1,0,1,6111.0,1700000
900.0,3,2.0,1,287,1.0,1,0,1,6111.0,2800000
495.0,2,2.0,1,343,1.0,1,0,1,6111.0,2150000
1200.0,4,3.0,1,287,1.0,1,0,1,6111.0,6800000
1000.0,3,2.0,1,341,1.0,1,0,1,6111.0,6200000
620.0,2,2.0,1,341,1.0,1,0,1,6111.0,3100000
680.0,3,2.0,1,101,1.0,1,0,1,6111.0,3400000
805.0,2,2.0,2,157,1.0,1,1,1,6111.0,4000000
729.0,2,2.0,1,200,1.0,1,1,1,6584.0,4800000
540.0,2,2.0,1,341,1.0,1,0,1,6584.0,2500000
360.0,1,1.0,1,341,1.0,1,0,1,6584.0,2000000
550.0,2,2.0,1,343,1.0,1,0,1,6584.0,1900000
1001.0,3,2.0,0,199,1.0,1,0,1,5794.0,5800000
450.0,2,2.0,2,101,1.0,1,1,1,5794.0,2900000
550.0,2,1.0,1,343,1.0,1,0,1,5794.0,2000000
550.0,2,2.0,1,344,1.0,1,0,1,5794.0,2600000
675.0,2,1.0,2,341,1.0,1,1,1,5794.0,2900000
585.0,2,2.0,2,341,1.0,1,1,1,5794.0,3200000
810.0,3,2.0,1,224,1.0,1,1,1,5794.0,5400000
765.0,3,2.0,1,101,1.0,1,1,1,5794.0,3800000
